index,file_path,true_class,predicted_class,predicted_confidence,secondary_class,secondary_confidence,confidence_band,rules_fired,if_then_reasoning,recommendation
850,data/raw/test\Normal\IM-0277-0001.jpeg,Normal,Normal,0.9996,Bacterial Pneumonia,0.0002,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
851,data/raw/test\Normal\IM-0285-0001.jpeg,Normal,Normal,0.858,Viral Pneumonia,0.0788,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
852,data/raw/test\Normal\IM-0295-0001.jpeg,Normal,Normal,0.996,Viral Pneumonia,0.0025,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
853,data/raw/test\Normal\IM-0299-0001.jpeg,Normal,Normal,0.9984,Viral Pneumonia,0.0013,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
854,data/raw/test\Normal\IM-0306-0001.jpeg,Normal,Normal,0.9994,Viral Pneumonia,0.0003,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
855,data/raw/test\Normal\IM-0337-0001.jpeg,Normal,Normal,0.9998,Bacterial Pneumonia,0.0001,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
856,data/raw/test\Normal\IM-0350-0001.jpeg,Normal,Normal,0.9997,Viral Pneumonia,0.0002,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
857,data/raw/test\Normal\IM-0358-0001.jpeg,Normal,Normal,0.9996,Viral Pneumonia,0.0003,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
858,data/raw/test\Normal\IM-0370-0001.jpeg,Normal,Normal,0.8947,Viral Pneumonia,0.0624,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
859,data/raw/test\Normal\IM-0382-0001.jpeg,Normal,Normal,0.9956,Viral Pneumonia,0.0026,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
860,data/raw/test\Normal\IM-0383-0001.jpeg,Normal,Normal,0.9998,Viral Pneumonia,0.0001,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
861,data/raw/test\Normal\IM-0386-0001.jpeg,Normal,Normal,0.9993,Viral Pneumonia,0.0004,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
862,data/raw/test\Normal\IM-0392-0001.jpeg,Normal,Normal,0.973,Bacterial Pneumonia,0.0142,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
863,data/raw/test\Normal\IM-0401-0001.jpeg,Normal,Normal,0.9955,Viral Pneumonia,0.003,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
864,data/raw/test\Normal\IM-0403-0001.jpeg,Normal,Normal,0.999,Viral Pneumonia,0.0006,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
865,data/raw/test\Normal\IM-0405-0001.jpeg,Normal,Normal,0.9989,Viral Pneumonia,0.0006,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
866,data/raw/test\Normal\IM-0411-0001.jpeg,Normal,Normal,0.9992,Viral Pneumonia,0.0006,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
867,data/raw/test\Normal\IM-0413-0001.jpeg,Normal,Normal,0.9994,Viral Pneumonia,0.0004,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
868,data/raw/test\Normal\IM-0414-0001.jpeg,Normal,Normal,0.9994,Viral Pneumonia,0.0004,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
869,data/raw/test\Normal\IM-0421-0001.jpeg,Normal,Normal,0.9911,Viral Pneumonia,0.0047,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
870,data/raw/test\Normal\IM-0429-0001-0002.jpeg,Normal,Normal,0.9791,Bacterial Pneumonia,0.0107,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
871,data/raw/test\Normal\IM-0435-0001.jpeg,Normal,Normal,0.7803,Bacterial Pneumonia,0.1353,medium,moderate_confidence_with_differential,IF max probability >= medium_confidence AND < high_confidence THEN set Normal as primary with Bacterial Pneumonia as differential diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Primary diagnosis is Normal with differential Bacterial Pneumonia. Recommend clinical correlation and targeted follow-up review.
872,data/raw/test\Normal\IM-0437-0001-0001.jpeg,Normal,Normal,0.991,Viral Pneumonia,0.0086,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
873,data/raw/test\Normal\IM-0437-0001.jpeg,Normal,Normal,0.9996,Viral Pneumonia,0.0003,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
874,data/raw/test\Normal\IM-0446-0001.jpeg,Normal,Normal,0.9995,Viral Pneumonia,0.0003,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
875,data/raw/test\Normal\IM-0458-0001.jpeg,Normal,Normal,0.9993,Viral Pneumonia,0.0005,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
876,data/raw/test\Normal\IM-0467-0001-0002.jpeg,Normal,Normal,0.9753,Viral Pneumonia,0.0194,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
877,data/raw/test\Normal\IM-0483-0001.jpeg,Normal,Normal,0.9982,Viral Pneumonia,0.0011,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
878,data/raw/test\Normal\IM-0484-0001.jpeg,Normal,Normal,0.9889,Viral Pneumonia,0.0084,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
879,data/raw/test\Normal\IM-0485-0001.jpeg,Normal,Normal,0.9924,Bacterial Pneumonia,0.0049,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
880,data/raw/test\Normal\IM-0487-0001.jpeg,Normal,Normal,0.9168,Viral Pneumonia,0.055,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
881,data/raw/test\Normal\IM-0488-0001.jpeg,Normal,Normal,0.9806,Viral Pneumonia,0.0104,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
882,data/raw/test\Normal\IM-0489-0001.jpeg,Normal,Normal,0.9821,Viral Pneumonia,0.0111,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
883,data/raw/test\Normal\IM-0491-0001-0001.jpeg,Normal,Normal,0.9963,Viral Pneumonia,0.0029,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
884,data/raw/test\Normal\IM-0491-0001.jpeg,Normal,Normal,0.9992,Viral Pneumonia,0.0005,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
885,data/raw/test\Normal\IM-0492-0001.jpeg,Normal,Normal,0.9999,Viral Pneumonia,0.0001,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
886,data/raw/test\Normal\IM-0499-0001-0001.jpeg,Normal,Normal,0.9988,Viral Pneumonia,0.0007,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
887,data/raw/test\Normal\IM-0503-0001.jpeg,Normal,Normal,0.9638,Viral Pneumonia,0.022,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
888,data/raw/test\Normal\IM-0508-0001.jpeg,Normal,Normal,0.9994,Viral Pneumonia,0.0006,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
889,data/raw/test\Normal\IM-0514-0001.jpeg,Normal,Normal,0.985,Viral Pneumonia,0.012,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
890,data/raw/test\Normal\IM-0516-0001.jpeg,Normal,Normal,0.9783,Viral Pneumonia,0.0123,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
891,data/raw/test\Normal\IM-0525-0001.jpeg,Normal,Normal,0.984,Viral Pneumonia,0.011,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
892,data/raw/test\Normal\IM-0528-0001.jpeg,Normal,Normal,0.9674,Viral Pneumonia,0.0243,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
893,data/raw/test\Normal\IM-0531-0001.jpeg,Normal,Normal,0.9814,Viral Pneumonia,0.0133,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
894,data/raw/test\Normal\IM-0534-0001.jpeg,Normal,Normal,0.9714,Viral Pneumonia,0.0223,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
895,data/raw/test\Normal\IM-0537-0001.jpeg,Normal,Normal,0.9959,Viral Pneumonia,0.0023,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
896,data/raw/test\Normal\IM-0548-0001.jpeg,Normal,Normal,0.9998,Viral Pneumonia,0.0001,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
897,data/raw/test\Normal\IM-0549-0001-0001.jpeg,Normal,Normal,0.9967,Viral Pneumonia,0.0023,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
898,data/raw/test\Normal\IM-0555-0001-0001.jpeg,Normal,Normal,0.9995,Viral Pneumonia,0.0004,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
899,data/raw/test\Normal\IM-0556-0001.jpeg,Normal,Normal,0.9996,Viral Pneumonia,0.0002,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
900,data/raw/test\Normal\IM-0559-0001.jpeg,Normal,Normal,0.9704,Viral Pneumonia,0.0165,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
901,data/raw/test\Normal\IM-0561-0001.jpeg,Normal,Normal,0.9921,Viral Pneumonia,0.0055,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
902,data/raw/test\Normal\IM-0578-0001.jpeg,Normal,Normal,0.9999,Viral Pneumonia,0.0,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
903,data/raw/test\Normal\IM-0579-0001.jpeg,Normal,Normal,0.9306,Viral Pneumonia,0.0565,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
904,data/raw/test\Normal\IM-0590-0001.jpeg,Normal,Normal,0.9977,Viral Pneumonia,0.0017,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
905,data/raw/test\Normal\IM-0602-0001.jpeg,Normal,Normal,0.9984,Viral Pneumonia,0.001,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
906,data/raw/test\Normal\IM-0606-0001.jpeg,Normal,Normal,0.9143,Viral Pneumonia,0.049,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
907,data/raw/test\Normal\IM-0608-0001-0002.jpeg,Normal,Normal,0.9999,Viral Pneumonia,0.0001,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
908,data/raw/test\Normal\IM-0620-0001.jpeg,Normal,Normal,0.9891,Viral Pneumonia,0.0062,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
909,data/raw/test\Normal\IM-0622-0001.jpeg,Normal,Normal,0.9996,Viral Pneumonia,0.0003,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
910,data/raw/test\Normal\IM-0623-0001.jpeg,Normal,Normal,0.9821,Viral Pneumonia,0.0135,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
911,data/raw/test\Normal\IM-0624-0001.jpeg,Normal,Normal,0.9999,Bacterial Pneumonia,0.0001,high,high_confidence_primary_diagnosis,IF max probability >= high_confidence AND (top1 - top2) >= ambiguity_margin THEN accept Normal as primary diagnosis. || IF predicted class is Normal THEN supporting reason: model found no dominant pathological class above normal baseline. || IF predicted class is Normal THEN supporting reason: normal class probability is highest among all classes.,Prediction strongly supports Normal. Continue with disease-specific confirmatory protocol.
